REF ID,Website Name,Website URL,State,External Resouce type,Level,Category of External Resource,Authors,Attribution,,MeSH tags,Notes,,,,,,,,,,
CD002244,Cochrane Systematic Review: Corticosteroids for managing tuberculous meningitis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002244,pending,Systematic_review,level 4,individual page on a site," Prasad K, Singh MB. Corticosteroids for managing tuberculous meningitis.
Cochrane Database Syst Rev. 2008 Jan 23;(1):CD002244. doi:
10.1002/14651858.CD002244.pub3. Review. PubMed PMID: 18254003.


3: Prasad K, Volmink J, Menon GR. WITHDRAWN: Steroids for treating tuberc",Cochrane,,"Communicable Diseases,Tuberculosis, Meningeal,Tuberculosis,Meningitis,",Infectious diseases,tuberculous meningitis,tuberculosis,meningitis,,,,,,,Meningitis
CD002275,Cochrane Systematic Review: Plasma exchange for generalised myasthenia gravis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002275,pending,Systematic_review,level 4,individual page on a site," Gajdos P, Chevret S, Toyka K. Plasma exchange for myasthenia gravis. Cochrane 
Database Syst Rev. 2002;(4):CD002275. Review. PubMed PMID: 12519572.",Cochrane,,"Neuromuscular Diseases,Myasthenia Gravis,",Neuromuscular disease,myasthenia gravis,,,,,,,,,
CD002277,Cochrane Systematic Review: Intravenous immunoglobulin for myasthenia gravis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002277,pending,Systematic_review,level 4,individual page on a site," Gajdos P, Chevret S, Toyka KV",Cochrane,,"Neuromuscular Diseases,Myasthenia Gravis,Chronic Disease,",Neuromuscular disease,myasthenia gravis,chronic disease,,,,,,,,
CD002290,Cochrane Systematic Review: Non-corticosteroid treatment for nephrotic syndrome in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002290,pending,Systematic_review,level 4,individual page on a site," Pravitsitthikul N, Willis NS, Hodson EM, Craig JC",Cochrane,,"Nephrotic Syndrome,",Renal,nephrotic syndrome,,,,,,,,,
CD002291,Cochrane Systematic Review: Chinese herbal medicine for atopic eczema,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002291,pending,Systematic_review,level 4,individual page on a site," Zhang W, Leonard T, Bath-Hextall FJ, Chambers C, Lee C, Humphreys R, Williams 
HC",Cochrane,,"Skin,",Skin,atopic eczema,,,,,,,,,
CD002292,Cochrane Systematic Review: Interventions for bullous pemphigoid,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002292,pending,Systematic_review,level 4,individual page on a site," Kirtschig G, Middleton P, Bennett C, Murrell DF, Wojnarowska F, Khumalo NP.
Interventions for bullous pemphigoid. Cochrane Database Syst Rev. 2010 Oct
6;(10):CD002292. doi: 10.1002/14651858.CD002292.pub3. Review. PubMed PMID:
20927731.


3: Khumalo N, Kirtschig G, Middleton P, Hollis S, Wojnarowska F, Murrell D.
Intervention",Cochrane,,"Skin,Pemphigoid, Bullous,",Skin,bullous pemphigoid,,,,,,,,,
CD002300,Cochrane Systematic Review: Cisapride treatment for gastro-oesophageal reflux in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002300,pending,Systematic_review,level 4,individual page on a site," Maclennan S, Augood C, Cash-Gibson L, Logan S, Gilbert RE. Cisapride treatment
for gastro-oesophageal reflux in children. Cochrane Database Syst Rev. 2010 Apr
14;(4):CD002300. doi: 10.1002/14651858.CD002300.pub2. Review. PubMed PMID:
20393933.


3: Augood C, MacLennan S, Gilbert R, Logan S. Cisapride treatme",Cochrane,,"Gastroesophageal Reflux,",Upper GI,gastro-oesophageal reflux,,,,,,,,,
CD002769,Cochrane Systematic Review: Non-invasive ventilation for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002769,pending,Systematic_review,level 4,individual page on a site," Moran F, Bradley JM, Piper AJ",Cochrane,,"Cystic Fibrosis,",Cystic fibrosis and genetic disorders,cystic fibrosis,,,,,,,,,
CD002787,Cochrane Systematic Review: Inhaled nitric oxide for acute respiratory distress syndrome (ARDS) and acute lung injury in children and adults,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002787,pending,Systematic_review,level 4,individual page on a site," Afshari A, Brok J, M_ller AM, Wetterslev J. Inhaled nitric oxide for acute
respiratory distress syndrome (ARDS) and acute lung injury in children and
adults. Cochrane Database Syst Rev. 2010 Jul 7;(7):CD002787. doi:
10.1002/14651858.CD002787.pub2. Review. PubMed PMID: 20614430.


3: Thammasitb",Cochrane,,"Anesthesia,Acute Lung Injury,Respiratory Distress Syndrome, Adult,Acute Disease,Anoxia,Respiratory Insufficiency,",Anaesthesia,acute lung injury,acute respiratory distress syndrome,acute disease,anoxia,respiratory insufficiency,,,,,
CD002828,Cochrane Systematic Review: Corticosteroids for myasthenia gravis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002828,pending,Systematic_review,level 4,individual page on a site," Schneider-Gold C, Gajdos P, Toyka KV, Hohlfeld RR. Corticosteroids for
myasthenia gravis. Cochrane Database Syst Rev. 2005 Apr 18;(2):CD002828. Review. 
PubMed PMID: 15846640.",Cochrane,,"Neuromuscular Diseases,Myasthenia Gravis,",Neuromuscular disease,myasthenia gravis,,,,,,,,,
CD002847,Cochrane Systematic Review: Reduced osmolarity oral rehydration solution for treating dehydration caused by acute diarrhoea in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002847,pending,Systematic_review,level 4,individual page on a site," Hahn S, Kim S, Garner P. Reduced osmolarity oral rehydration solution for
treating dehydration caused by acute diarrhoea in children. Cochrane Database
Syst Rev. 2002;(1):CD002847. Review. PubMed PMID: 11869639.


3: Kim Y, Hahn S, Garner P. Reduced osmolarity oral rehydrati",Cochrane,,"Communicable Diseases,Dehydration,Diarrhea,",Infectious diseases,acute diarrhoea,dehydration,diarrhea,,,,,,,
CD002922,Cochrane Systematic Review: Treatment for lupus nephritis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002922,pending,Systematic_review,level 4,individual page on a site," Henderson L, Masson P, Craig JC, Flanc RS, Roberts MA, Strippoli GF, Webster
AC",Cochrane,,"Lupus Nephritis,",Renal,lupus nephritis,,,,,,,,,
CD002929,Cochrane Systematic Review: Disposable surgical face masks for preventing surgical wound infection in clean surgery,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002929,pending,Systematic_review,level 4,individual page on a site," Lipp A, Edwards P",Cochrane,,"Surgical Wound Infection,",Wounds,surgical wound infection,,,,,,,,,
CD003017,Cochrane Systematic Review: Pharmacological interventions for recurrent abdominal pain (RAP) and irritable bowel syndrome (IBS) in childhood,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003017,pending,Systematic_review,level 4,individual page on a site," Huertas-Ceballos AA, Logan S, Bennett C, Macarthur C, Martin AE",Cochrane,,"Irritable Bowel Syndrome,",DPLP,recurrent abdominal pain,irritable bowel syndrome,,,,,,,,
CD003032,"Cochrane Systematic Review: Ethosuximide, sodium valproate or lamotrigine for absence seizures in children and adolescents",http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003032,pending,Systematic_review,level 4,individual page on a site," Posner EB, Mohamed K, Marson AG",Cochrane,,"Epilepsy,",Epilepsy,absense seizure,absense epilepsy,,,,,,,,
CD003048,Cochrane Systematic Review: Probiotics for treating acute infectious diarrhoea,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003048,pending,Systematic_review,level 4,individual page on a site," Allen SJ, Martinez EG, Gregorio GV, Dans LF",Cochrane,,"Communicable Diseases,Acute Disease,Diarrhea,",Infectious diseases,infectious diarrhoea,acute disease,diarrhea,,,,,,,
CD003091,Cochrane Systematic Review: Dressings for the prevention of surgical site infection,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003091,pending,Systematic_review,level 4,individual page on a site," Dumville JC, Walter CJ, Sharp CA, Page T",Cochrane,,"Surgical Wound Infection,",Wounds,surgical site infection,surgical wound infection,,,,,,,,
CD003146,Cochrane Systematic Review: Blood transfusion for preventing stroke in people with sickle cell disease,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003146,pending,Systematic_review,level 4,individual page on a site," Wang WC, Dwan K",Cochrane,,"Stroke,Anemia,Anemia, Sickle Cell,",Cystic fibrosis and genetic disorders,stroke,sickle cell disease,anemia,sickle cell anemia,,,,,,
CD003163,Cochrane Systematic Review: Topical nasal steroids for intermittent and persistent allergic rhinitis in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003163,pending,Systematic_review,level 4,individual page on a site," Al Sayyad JJ, Fedorowicz Z, Alhashimi D, Jamal A",Cochrane,,"Allergic Rhinitis,Rhinitis, Allergic, Perennial,",ENT,allergic rhinitis,perennial allergic rhinitis,,,,,,,,
CD003176,Cochrane Systematic Review: Anti-inflammatory treatment for carditis in acute rheumatic fever,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003176,pending,Systematic_review,level 4,individual page on a site," Cilliers A, Manyemba J, Adler AJ, Saloojee H",Cochrane,,"Heart,Myocarditis,Rheumatic Fever,Rheumatic Heart Disease,",Heart,carditis,acute rheumatic fever,myocarditis,rheumatic heart disease,,,,,,
CD003235,Cochrane Systematic Review: Emergency interventions for hyperkalaemia,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003235,pending,Systematic_review,level 4,individual page on a site," Mahoney BA, Smith WA, Lo DS, Tsoi K, Tonelli M, Clase CM",Cochrane,,"Renal Dialysis,",Renal,hyperkalaemia,renal dialysis,,,,,,,,
CD003237,Cochrane Systematic Review: Modes of administration of antibiotics for symptomatic severe urinary tract infections,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003237,pending,Systematic_review,level 4,individual page on a site, Pohl A,Cochrane,,"Urinary Tract Infections,",Renal,severe urinary tract infection,urinary tract infection,,,,,,,,
CD003261,Cochrane Systematic Review: Interventions for impetigo,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003261,pending,Systematic_review,level 4,individual page on a site," Koning S, van der Sande R, Verhagen AP, van Suijlekom-Smit LW, Morris AD,
Butler CC, Berger M, van der Wouden JC",Cochrane,,"Skin,Impetigo,",Skin,impetigo,,,,,,,,,
CD003277,Cochrane Systematic Review: Treatment of Lennox-Gastaut syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003277,pending,Systematic_review,level 4,individual page on a site," Hancock EC, Cross JH",Cochrane,,"Epilepsy,Epileptic encephalopathy, Lennox-Gastaut type,Epilepsy, Generalized,Intellectual Disability,Personality Disorders,",Epilepsy,Lennox-Gastaut syndrome,generalized epilepsy,intellectual disability,personality disorder,infantile spasms,wakefulness syndrome,,,,
CD003326,Cochrane Systematic Review: Tissue adhesives for traumatic lacerations in children and adults,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003326,pending,Systematic_review,level 4,individual page on a site," Farion K, Osmond MH, Hartling L, Russell K, Klassen T, Crumley E, Wiebe N.
Tissue adhesives for traumatic lacerations in children and adults. Cochrane
Database Syst Rev. 2002;(3):CD003326. Review. PubMed PMID: 12137689.",Cochrane,,"Lacerations,",Wounds,traumatic laceration,laceration,,,,,,,,
CD003341,Cochrane Systematic Review: High first dose quinine regimen for treating severe malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003341,pending,Systematic_review,level 4,individual page on a site," Lesi A, Meremikwu M",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,severe malaria,malaria,,,,,,,,
CD003423,Cochrane Systematic Review: Antihistamines and/or decongestants for otitis media with effusion (OME) in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003423,pending,Systematic_review,level 4,individual page on a site," Griffin G, Flynn CA",Cochrane,,"Otitis Media with Effusion,",ENT,otitis media with effusion,,,,,,,,,
CD003428,Cochrane Systematic Review: Inhaled bronchodilators for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003428,pending,Systematic_review,level 4,individual page on a site,"Halfhide C1, Evans HJ, Couriel J.",Cochrane,,"Cystic Fibrosis,Bronchial Hyperreactivity,",Cystic fibrosis and genetic disorders,cystic fibrosis,bronchial hyperreactivity,,,,,,,,
CD003431,Cochrane Systematic Review: Non surgical therapy for anal fissure,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003431,pending,Systematic_review,level 4,individual page on a site," Nelson RL, Thomas K, Morgan J, Jones A",Cochrane,,"Colorectal Neoplasms,Fissure in Ano,",Colorectal Cancer,anal fissure,fissure in ano,,,,,,,,
CD003447,Cochrane Systematic Review: Hydromorphone for acute and chronic pain,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003447,pending,Systematic_review,level 4,individual page on a site, Quigley C,Cochrane,,"Pain,","Pain, palliative and supportive care",pain,,,,,,,,,
CD003470,Cochrane Systematic Review: Pharmacotherapy for patellofemoral pain syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003470,pending,Systematic_review,level 4,individual page on a site," Heintjes E, Berger MY, Bierma-Zeinstra SM, Bernsen RM, Verhaar JA, Koes BW",Cochrane,,"Patellofemoral Pain Syndrome,","Bone, Joint and Muscle",patellofemoral pain syndrome,,,,,,,,,
CD003488,Cochrane Systematic Review: Corticosteroids for treating dengue shock syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003488,pending,Systematic_review,level 4,individual page on a site," Panpanich R, Sornchai P, Kanjanaratanakorn K",Cochrane,,"Communicable Diseases,Severe Dengue,Blood Transfusion,",Infectious diseases,dengue shock syndrome,blood transfusion,severe dengue,,,,,,,
CD003594,Cochrane Systematic Review: Interventions for idiopathic steroid-resistant nephrotic syndrome in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003594,pending,Systematic_review,level 4,individual page on a site," Hodson EM, Willis NS, Craig JC",Cochrane,,"Nephrotic syndrome, idiopathic, steroid-resistant,Nephrotic Syndrome,Proteinuria,",Renal,idiopathic steroid-resistant nephrotic syndrome,nephrotic syndrome,proteinuria,,,,,,,
CD003595,Cochrane Systematic Review: Interventions for haemolytic uraemic syndrome and thrombotic thrombocytopenic purpura,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003595,pending,Systematic_review,level 4,individual page on a site," Michael M, Elliott EJ, Ridley GF, Hodson EM, Craig JC",Cochrane,,"Purpura, Thrombotic Thrombocytopenic,Hemolytic-Uremic Syndrome,",Renal,haemolytic uraemic syndrome,thrombotic thrombocytopenic purpura,hemolytic-uremic syndrome,,,,,,,
CD003599,Cochrane Systematic Review: Diuretics for M_nière's disease or syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003599,pending,Systematic_review,level 4,individual page on a site," Thirlwall AS, Kundu S",Cochrane,,"Tinnitus,",ENT,Meniere's disease or syndrome,tinnitus,,,,,,,,
CD003615,Cochrane Systematic Review: Oxcarbazepine versus phenytoin monotherapy for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003615,pending,Systematic_review,level 4,individual page on a site," Nolan SJ, Muller M, Tudur Smith C, Marson AG",Cochrane,,"Epilepsy,Epilepsy,Epilepsies, Partial,",Epilepsy,epilepsy,partial epilepsies,,,,,,,,
CD003676,Cochrane Systematic Review: Paracetamol versus placebo or physical methods for treating fever in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003676,pending,Systematic_review,level 4,individual page on a site," Meremikwu M, Oyo-Ita A",Cochrane,,"Communicable Diseases,Fever,",Infectious diseases,fever,,,,,,,,,
CD003711,Cochrane Systematic Review: Herbal medicines for viral myocarditis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003711,pending,Systematic_review,level 4,individual page on a site," Liu ZL, Liu ZJ, Liu JP, Kwong JS",Cochrane,,"Heart,Virus Diseases,",Heart,viral myocarditis,myocarditis,virus disease,,,,,,,
CD003716,Cochrane Systematic Review: Written and verbal information versus verbal information only for patients being discharged from acute hospital settings to home,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003716,pending,Systematic_review,level 4,individual page on a site," Johnson A, Sandford J, Tyndall J",Cochrane,,,Consumers and communication,,hospital discharge,,,,,,,,
CD003725,Cochrane Systematic Review: Glucocorticoid corticosteroids for Duchenne muscular dystrophy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003725,pending,Systematic_review,level 4,individual page on a site," Manzur AY, Kuntzer T, Pike M, Swan A",Cochrane,,"Neuromuscular Diseases,Muscular Dystrophy, Duchenne,",Neuromuscular disease,Duchenne muscular dystrophy,,,,,,,,,
CD003727,Cochrane Systematic Review: Anticholinergics for neuroleptic-induced acute akathisia,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003727,pending,Systematic_review,level 4,individual page on a site," Rathbone J, Soares-Weiser K",Cochrane,,"Schizophrenia,Akathisia, Drug-Induced,",Schizophrenia,acute akathisia,drug-induced akathisia,,,,,,,,
CD003753,Cochrane Systematic Review: Albendazole for lymphatic filariasis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003753,pending,Systematic_review,level 4,individual page on a site," Critchley J, Addiss D, Gamble C, Garner P, Gelband H, Ejere H; International
Filariasis Review Group",Cochrane,,"Communicable Diseases,Elephantiasis, Filarial,",Infectious diseases,lymphatic filariasis,filarial elephantiasis,,,,,,,,
CD003754,Cochrane Systematic Review: Oral rehydration salt solution for treating cholera: ? 270 mOsm/L solutions vs ? 310 mOsm/L solutions,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003754,pending,Systematic_review,level 4,individual page on a site," Musekiwa A, Volmink J",Cochrane,,"Communicable Diseases,Cholera,Dehydration,Diarrhea,Hyponatremia,",Infectious diseases,cholera,dehydration,diarrhea,hyponatremia,,,,,,
CD003764,Cochrane Systematic Review: Antibiotics for preventing infection in open limb fractures,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003764,pending,Systematic_review,level 4,individual page on a site," Gosselin RA, Roberts I, Gillespie WJ",Cochrane,,"Infection,Wound Infection,","Bone, Joint and Muscle",infection,open limb fracture,wound infection,,,,,,,Fractures
CD003772,Cochrane Systematic Review: Antibiotics for acute pyelonephritis in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003772,pending,Systematic_review,level 4,individual page on a site," Hodson EM, Willis NS, Craig JC",Cochrane,,"Acute Disease,Pyelonephritis,",Renal,acute pyelonephritis,acute disease,pyelonephritis,,,,,,,
CD003831,Cochrane Systematic Review: Celecoxib for rheumatoid arthritis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003831,pending,Systematic_review,level 4,individual page on a site," Garner S, Fidan D, Frankish R, Judd M, Shea B, Towheed T, Wells G, Tugwell P",Cochrane,,"Arthritis, Rheumatoid,",Musculoskeletal,rheumatoid arthritis,,,,,,,,,
CD003861,Cochrane Systematic Review: Water for wound cleansing,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003861,pending,Systematic_review,level 4,individual page on a site," Fernandez R, Griffiths R",Cochrane,,"Skin Ulcer,Wound Infection,Wounds and Injuries,",Wounds,wound,skin ulcer,wound infection,injury,,,,,,
CD003868,Cochrane Systematic Review: Oral morphine for cancer pain,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003868,pending,Systematic_review,level 4,individual page on a site," Wiffen PJ, Wee B, Moore RA",Cochrane,,"Neoplasms,Pain,","Pain, palliative and supportive care",cancer pain,neoplasm,pain,,,,,,,
CD003871,Cochrane Systematic Review: Interventions to reduce Staphylococcus aureus in the management of atopic eczema,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003871,pending,Systematic_review,level 4,individual page on a site," Birnie AJ, Bath-Hextall FJ, Ravenscroft JC, Williams HC",Cochrane,,"Skin,Staphylococcus aureus,Dermatitis, Atopic,Staphylococcal Skin Infections,",Skin,atopic eczema,Staphylococcus aureus,atopic dermatitis,staphylococcal skin infection,,,,,,
CD003948,Cochrane Systematic Review: Topical agents and dressings for fungating wounds,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003948,pending,Systematic_review,level 4,individual page on a site," Adderley UJ, Holt IG",Cochrane,,"Skin Neoplasms,Skin Ulcer,Wounds and Injuries,",Wounds,fungating wound,skin neoplasm,skin ulcer,wound,injury,,,,,
CD003966,Cochrane Systematic Review: Short versus standard duration oral antibiotic therapy for acute urinary tract infection in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003966,pending,Systematic_review,level 4,individual page on a site," Michael M, Hodson EM, Craig JC, Martin S, Moyer VA",Cochrane,,"Acute Disease,Urinary Tract Infections,",Renal,acute urinary tract infection,acute disease,urinary tract infection,,,,,,,
CD003983,Cochrane Systematic Review: Decompressive craniectomy for the treatment of refractory high intracranial pressure in traumatic brain injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003983,pending,Systematic_review,level 4,individual page on a site," Sahuquillo J, Arikan F",Cochrane,,"Decompression, Surgical,Intracranial Hypertension,Intracranial Pressure,",Injuries,traumatic brain injury,refractory high intracranial pressure,brain injury,surgical decompression,intracranial hypertension,intracranial pressure,,,,Severe Head Injury
CD003986,Cochrane Systematic Review: Excitatory amino acid inhibitors for traumatic brain injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003986,pending,Systematic_review,level 4,individual page on a site," Willis C, Lybrand S, Bellamy N",Cochrane,,,Injuries,traumatic brain injury,brain injury,,,,,,,,Severe Head Injury
CD003998,Cochrane Systematic Review: Steroids for idiopathic sudden sensorineural hearing loss,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003998,pending,Systematic_review,level 4,individual page on a site," Wei BP, Stathopoulos D, O'Leary S",Cochrane,,"Hearing Loss, Sudden,Hearing Loss, Sensorineural,",ENT,idiopathic sudden sensorineural hearing loss,sudden hearing loss,sensorineural hearing loss,,,,,,,
CD004027,Cochrane Systematic Review: Antipsychotic medication for childhood-onset schizophrenia,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004027,pending,Systematic_review,level 4,individual page on a site," Kennedy E, Kumar A, Datta SS",Cochrane,,"Schizophrenia,Schizophrenia, Childhood,Schizophrenia,",Schizophrenia,child-onset schizophrenia,schizophrenia,,,,,,,,
CD004069,Cochrane Systematic Review: Vitamin E supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004069,pending,Systematic_review,level 4,individual page on a site," Rumbold A, Crowther CA",Cochrane,,"Pregnancy,Pre-Eclampsia,Pregnancy Complications,",Pregnancy and childbirth,pregnancy,small for gestational age,pre-eclampsia,pregnancy complication,,,,,,
CD004072,Cochrane Systematic Review: Vitamin C supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004072,pending,Systematic_review,level 4,individual page on a site," Rumbold A, Crowther CA",Cochrane,,"Pregnancy,Fetal Death,Pre-Eclampsia,Pregnancy Complications,Premature Birth,",Pregnancy and childbirth,pregnancy,fetal death,pre-eclampsia,pregnancy complication,premature birth,,,,,
CD004073,Cochrane Systematic Review: Vitamin supplementation for preventing miscarriage,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004073,pending,Systematic_review,level 4,individual page on a site," Rumbold A, Middleton P, Pan N, Crowther CA",Cochrane,,"Abortion, Spontaneous,Abortion, Habitual,Pre-Eclampsia,",Pregnancy and childbirth,miscarriage,habitual abortion,spontaneous abortion,pre-eclampsia,multiple pregnancy,,,,,
CD004085,Cochrane Systematic Review: High-frequency ventilation versus conventional ventilation for treatment of acute lung injury and acute respiratory distress syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004085,pending,Systematic_review,level 4,individual page on a site," Sud S, Sud M, Friedrich JO, Wunsch H, Meade MO, Ferguson ND, Adhikari NK",Cochrane,,"Anesthesia,Acute Lung Injury,Respiratory Distress Syndrome, Adult,",Anaesthesia,acute lung injury,acute respiratory distress syndrome,,,,,,,,
CD004154,Cochrane Systematic Review: Clobazam as an add-on in the management of refractory epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004154,pending,Systematic_review,level 4,individual page on a site," Michael B, Marson AG",Cochrane,,"Epilepsy,",Epilepsy,refractory epilepsy,,,,,,,,,
CD004163,Cochrane Systematic Review: Identification of children in the first four years of life for early treatment for otitis media with effusion,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004163,pending,Systematic_review,level 4,individual page on a site," Simpson SA, Thomas CL, van der Linden MK, Macmillan H, van der Wouden JC,
Butler C",Cochrane,,"Otitis Media with Effusion,",ENT,otitis media with effusion,,,,,,,,,
CD004166,Cochrane Systematic Review: Interventions for acute auricular haematoma,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004166,pending,Systematic_review,level 4,individual page on a site," Jones SE, Mahendran S",Cochrane,,"Ear Deformities, Acquired,Ear Diseases,Hematoma,",ENT,acute auricular haematoma,acquired ear deformity,ear disease,hematoma,,,,,,
CD004175,Cochrane Systematic Review: Salicylate for the treatment of Kawasaki disease in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004175,pending,Systematic_review,level 4,individual page on a site," Baumer JH, Love SJ, Gupta A, Haines LC, Maconochie I, Dua JS",Cochrane,,"Peripheral Vascular Diseases,Mucocutaneous Lymph Node Syndrome,",Peripheral vascular diseases,Kawasaki disease,mucocutaneous lymph node syndrome,,,,,,,,
CD004236,Cochrane Systematic Review: EMLA and Amethocaine for reduction of children's pain associated with needle insertion,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004236,pending,Systematic_review,level 4,individual page on a site," Lander JA, Weltman BJ, So SS",Cochrane,,,"Pain, palliative and supportive care",needle insertion pain,,,,,,,,,Procedural Sedation
CD004241,Cochrane Systematic Review: Medical interventions for fungal keratitis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004241,pending,Systematic_review,level 4,individual page on a site," FlorCruz NV, Peczon IV, Evans JR",Cochrane,,"Eye Infections, Fungal,Keratitis,",Eyes and vision,fungal keratitis,fungal eye infection,keratitis,,,,,,,
CD004264,Cochrane Systematic Review: Physical methods versus drug placebo or no treatment for managing fever in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004264,pending,Systematic_review,level 4,individual page on a site," Meremikwu M, Oyo-Ita A",Cochrane,,"Communicable Diseases,Fever,",Infectious diseases,fever,,,,,,,,,
CD004287,Cochrane Systematic Review: Tissue adhesives for closure of surgical incisions,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004287,pending,Systematic_review,level 4,individual page on a site," Coulthard P, Esposito M, Worthington HV, van der Elst M, van Waes OJ, Darcey
J",Cochrane,,"Surgical Wound Dehiscence,Surgical Wound Infection,",Wounds,surgical incision,surgical wound dehiscence,surgical wound infection,,,,,,,
CD004299,Cochrane Systematic Review: Interventions for cellulitis and erysipelas,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004299,pending,Systematic_review,level 4,individual page on a site," Kilburn SA, Featherstone P, Higgins B, Brindle R",Cochrane,,"Skin,Cellulitis,Erysipelas,",Skin,cellulitis,erysipelas,,,,,,,,
CD004300,"Cochrane Systematic Review: Topical Vitamin A, or its derivatives, for treating and preventing napkin dermatitis in infants",http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004300,pending,Systematic_review,level 4,individual page on a site," Davies MW, Dore AJ, Perissinotto KL",Cochrane,,"Skin,Diaper Rash,",Skin,napkin dermatitis,diaper rash,,,,,,,,
CD004326,Cochrane Systematic Review: Ear drops for the removal of ear wax,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004326,pending,Systematic_review,level 4,individual page on a site," Burton MJ, Doree C",Cochrane,,"Cerumen,",ENT,ear wax,cerumen,,,,,,,,
CD004370,Cochrane Systematic Review: Intravenous immunoglobulin for presumed viral myocarditis in children and adults,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004370,pending,Systematic_review,level 4,individual page on a site," Robinson J, Hartling L, Vandermeer B, Crumley E, Klassen TP",Cochrane,,"Heart,Acute Disease,Virus Diseases,",Heart,viral myocarditis,acute disease,myocarditis,virus disease,,,,,,
